Country Name,Country Code,Indicator Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Denmark,DNK,"Mortality rate, under-5, female (per 1,000 live births)",7.8,7.3,6.9,6.4,6,5.7,5.5,5.3,5.2,5.1,5,4.9,4.8,4.7,4.6,4.4,4.2,4,3.8,3.7,3.6,3.5,3.5,3.5,3.5,3.5,3.5,3.4,3.3,3.2,
Denmark,DNK,"Mortality rate, under-5, male (per 1,000 live births)",10.1,9.5,8.8,8.2,7.7,7.3,6.9,6.7,6.5,6.4,6.3,6.2,6.1,6,5.8,5.6,5.3,5.1,4.9,4.7,4.6,4.6,4.6,4.6,4.6,4.6,4.6,4.5,4.4,4.3,
Denmark,DNK,People using at least basic sanitation services (% of population),,,,,,,,,,,99.59724178,99.5972359,99.59723664,99.59724298,99.59723876,99.59724094,99.59723437,99.5972347,99.59723613,99.59723545,99.59723706,99.59722876,99.59722912,99.597235,99.59723343,99.59722761,99.59722928,99.59722882,,,
Denmark,DNK,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),,,0.5,,,0,,,,,0,,,0.3,0.3,0.3,0.1,0,0.1,0.5,0.1,0,0,0.3,0.2,0.2,0.3,0.1,,,
Denmark,DNK,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),,,0.7,,,0.2,,,,,0,,,0.4,0.3,0.3,0.2,0.3,0.4,0.6,0.1,0,0,0.3,0.2,0.2,0.3,0.2,,,
Denmark,DNK,"Smoking prevalence, females (% of adults)",,,,,,,,,,,34,,,,,28.4,,,,,23.7,23,22.2,21.4,20.7,19.9,19.3,,,,
Denmark,DNK,"Smoking prevalence, males (% of adults)",,,,,,,,,,,42.7,,,,,33.1,,,,,25.7,24.2,22.9,22,20.8,19.8,18.8,,,,
Denmark,DNK,"Smoking prevalence, total (ages 15+)",,,,,,,,,,,38.3,,,,,30.7,,,,,24.7,23.6,22.5,21.7,20.7,19.9,19.1,,,,
Denmark,DNK,UHC service coverage index,,,,,,,,,,,,,,,,,,,,,,,,,,82,,81,,,
Djibouti,DJI,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),,,,,,,,,,,,,,,,,,,,,,12.27388191,,,,,,,,,
Djibouti,DJI,"Contraceptive prevalence, modern methods (% of women ages 15-49)",,,,,,,,,,,,,5.8,,,,17.1,,,,,,18,,,,,,,,
Djibouti,DJI,"Immunization, DPT (% of children ages 12-23 months)",85,53,41,41,41,41,41,32,23,23,46,53,62,68,64,71,72,88,89,89,88,87,81,82,78,84,68,76,84,85,
Djibouti,DJI,"Immunization, HepB3 (% of one-year-old children)",,,,,,,,,,,,,,,,,,25,88,89,88,87,81,82,78,84,68,76,84,85,
Djibouti,DJI,"Immunization, measles (% of children ages 12-23 months)",85,53,41,41,42,41,41,31,21,23,50,49,62,66,60,65,67,74,73,84,85,84,83,80,71,74,75,81,86,83,
Djibouti,DJI,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",0.56,0.98,1.74,2.64,4.04,5.53,6.38,6.61,5.81,4.7,3.87,2.54,1.84,1.25,1.05,0.86,0.77,0.77,0.61,0.55,0.49,0.44,0.39,0.34,0.3,0.27,0.23,0.2,0.18,0.16,
Djibouti,DJI,"Incidence of malaria (per 1,000 population at risk)",,,,,,,,,,,4.840882695,4.638851748,4.466660716,4.318304697,4.18569846,4.062154713,3.947295549,3.840887907,3.738943654,4.326689197,1.602978684,3.419329443,3.307057103,2.542266693,14.00532377,13.82062224,19.81161457,20.72178068,35.20855496,,
Djibouti,DJI,"Incidence of tuberculosis (per 100,000 people)",,,,,,,,,,,692,716,534,532,476,496,474,496,564,571,621,540,500,447,337,367,339,272,260,,
Djibouti,DJI,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",,,,,,,,,,,507,490,470,449,426,393,361,335,320,299,283,272,262,256,256,247,246,248,,,
Djibouti,DJI,"Mortality rate, neonatal (per 1,000 live births)",49.2,48.8,48.4,48,47.6,47.1,46.5,45.9,45.2,44.5,43.9,43.3,42.7,42.1,41.5,40.8,40.2,39.5,38.8,38.1,37.3,36.5,35.7,34.9,34.2,33.5,32.7,32,31.2,30.5,
Djibouti,DJI,"Mortality rate, under-5 (per 1,000 live births)",117.9,115.8,113.9,112.3,111,109.8,108.4,106.8,105.2,103.3,101.1,98.8,96.4,93.8,91.3,88.7,86.2,83.7,81.2,78.8,76.4,74.1,71.8,69.6,67.5,65.3,63.2,61.3,59.3,57.5,
Djibouti,DJI,"Mortality rate, under-5, female (per 1,000 live births)",110.1,108,106.2,104.8,103.5,102.3,101,99.6,98,96.2,94.2,91.9,89.6,87.1,84.6,82.1,79.7,77.2,74.9,72.5,70.2,68,65.9,63.7,61.7,59.7,57.8,55.9,54.1,52.4,
Djibouti,DJI,"Mortality rate, under-5, male (per 1,000 live births)",125.3,123,121,119.5,118.2,116.8,115.4,113.8,112,110,107.7,105.4,102.8,100.3,97.7,95,92.4,89.7,87.2,84.6,82.2,79.8,77.4,75.2,72.9,70.7,68.4,66.2,64.2,62.3,
Djibouti,DJI,People using at least basic sanitation services (% of population),,,,,,,,,,,47.24265705,47.263853,47.28503993,47.30623413,47.32742678,48.58778209,49.84475372,51.09787499,52.34713388,53.59200789,54.83810313,56.08566216,57.33438248,58.58501135,59.83668488,61.09122736,62.34721196,63.60535725,,,
Djibouti,DJI,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),,,,,,,,,,,,,20.2,,,,,,,,,,18.2,22.3,,,,17,,,
Djibouti,DJI,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),,,,,,,,,,,,,47.3,,,,,,,,,,38,44.2,,,,39.8,,,
Djibouti,DJI,"Smoking prevalence, females (% of adults)",,,,,,,,,,,3,,,,,2.5,,,,,2.1,2,1.9,1.8,1.8,1.7,1.7,,,,
Djibouti,DJI,"Smoking prevalence, males (% of adults)",,,,,,,,,,,32.2,,,,,29.4,,,,,26.9,26.5,26.1,25.6,25.3,24.8,24.5,,,,
Djibouti,DJI,"Smoking prevalence, total (ages 15+)",,,,,,,,,,,17.6,,,,,16,,,,,14.5,14.3,14,13.7,13.6,13.3,13.1,,,,
Djibouti,DJI,UHC service coverage index,,,,,,,,,,,,,,,,,,,,,,,,,,44,,47,,,
Dominica,DMA,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Contraceptive prevalence, modern methods (% of women ages 15-49)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Immunization, DPT (% of children ages 12-23 months)",92,98,99,99,99,99,99,92,99,99,99,99,98,99,99,98,95,96,96,99,98,98,97,96,97,98,99,91,94,99,
Dominica,DMA,"Immunization, HepB3 (% of one-year-old children)",,,,,,,,,,,,,,,,,7,93,96,99,98,98,97,96,97,98,99,91,94,99,
Dominica,DMA,"Immunization, measles (% of children ages 12-23 months)",88,98,99,99,99,99,99,99,98,99,99,99,99,99,99,98,97,96,99,99,99,99,99,93,94,96,96,77,84,92,
Dominica,DMA,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Incidence of malaria (per 1,000 population at risk)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Incidence of tuberculosis (per 100,000 people)",,,,,,,,,,,5.7,6.9,3.3,9.5,11,12,31,4.9,21,6.5,13,3.2,11,4.9,1.6,11,8.1,1.6,6.4,,
Dominica,DMA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Mortality rate, neonatal (per 1,000 live births)",10.4,10.4,10.4,10.5,10.7,11,11.3,11.6,12,12.4,12.9,13.3,13.8,14.3,14.9,15.5,16.2,16.9,17.7,18.6,19.5,20.5,21.6,22.6,23.7,24.6,25.5,26.4,27.3,28.1,
Dominica,DMA,"Mortality rate, under-5 (per 1,000 live births)",16.5,16.2,16,15.9,15.9,15.9,16,16.1,16.4,16.6,17,17.4,17.8,18.4,19,19.7,20.5,21.3,22.3,23.3,24.5,25.7,26.9,28.2,29.6,30.9,32.1,33.2,34,34.7,
Dominica,DMA,"Mortality rate, under-5, female (per 1,000 live births)",15.1,14.9,14.7,14.6,14.6,14.6,14.7,14.8,15,15.3,15.6,16,16.4,16.9,17.4,18.1,18.8,19.6,20.5,21.4,22.5,23.6,24.8,26,27.3,28.6,29.9,31.2,32.5,33.6,
Dominica,DMA,"Mortality rate, under-5, male (per 1,000 live births)",17.7,17.4,17.3,17.1,17.1,17.1,17.2,17.4,17.6,17.9,18.3,18.7,19.2,19.8,20.5,21.3,22.1,23,24.1,25.2,26.4,27.7,29,30.5,32,33.5,35.1,36.5,38,39.2,
Dominica,DMA,People using at least basic sanitation services (% of population),,,,,,,,,,,64.03242327,65.29245402,66.55248477,67.81251551,69.07254626,70.33257701,71.59260776,72.8526385,74.11266925,75.3727,76.63273075,77.8927615,77.8927615,77.8927615,77.8927615,77.8927615,,,,,
Dominica,DMA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Smoking prevalence, females (% of adults)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Smoking prevalence, males (% of adults)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Smoking prevalence, total (ages 15+)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,UHC service coverage index,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),,,,,,,,,,,,,,,,,,,,,,38.20466995,,,54.09098816,,,56.23919296,,,
Dominican Republic,DOM,"Contraceptive prevalence, modern methods (% of women ages 15-49)",,51.7,,,,,59.2,,,64.1,62.8,,65.8,,,,60,70,,,71.1,,,68.6,68,,,,,,
Dominican Republic,DOM,"Immunization, DPT (% of children ages 12-23 months)",69,71,73,75,74,72,72,73,75,83,78,72,82,79,79,87,89,85,82,82,88,84,85,83,91,85,87,84,94,89,
Dominican Republic,DOM,"Immunization, HepB3 (% of one-year-old children)",,,,,,,,,62,76,68,66,63,79,82,87,84,81,81,80,83,80,74,80,89,81,80,81,92,87,
Dominican Republic,DOM,"Immunization, measles (% of children ages 12-23 months)",70,72,73,75,76,78,79,79,80,83,85,88,86,83,81,79,81,82,83,84,85,87,88,83,88,90,85,86,95,96,
Dominican Republic,DOM,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",2.39,2.39,2.67,2.83,2.87,2.8,2.63,2.47,2.2,1.93,1.72,1.48,1.31,1.15,1.01,0.93,0.78,0.68,0.63,0.61,0.56,0.53,0.51,0.5,0.5,0.49,0.48,0.47,0.46,0.45,
Dominican Republic,DOM,"Incidence of malaria (per 1,000 population at risk)",,,,,,,,,,,0.326608569,0.27764611,0.350613991,0.406777909,0.616191681,0.987843143,0.893104016,0.67612871,0.453964279,0.400946423,0.599600204,0.386289105,0.225224114,0.135688814,0.10108688,0.137552043,0.162905693,0.060267689,0.120266945,,
Dominican Republic,DOM,"Incidence of tuberculosis (per 100,000 people)",,,,,,,,,,,78,69,58,68,63,69,62,56,57,56,51,55,54,55,54,55,51,46,45,,
Dominican Republic,DOM,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",,,,,,,,,,,80,75,75,76,81,83,86,90,92,95,96,95,94,94,94,94,94,95,,,
Dominican Republic,DOM,"Mortality rate, neonatal (per 1,000 live births)",24.4,24,23.7,23.5,23.3,23.3,23.3,23.4,23.4,23.5,23.4,23.3,23.1,23,22.9,22.9,22.9,22.9,22.9,22.8,22.8,22.6,22.4,22.2,21.8,21.4,21,20.5,20,19.4,
Dominican Republic,DOM,"Mortality rate, under-5 (per 1,000 live births)",60,57.7,55.3,53.1,50.9,48.8,46.8,45,43.4,42,40.7,39.6,38.7,37.8,37.1,36.5,36,35.5,35,34.5,34.1,33.7,33.3,32.7,32.1,31.3,30.5,29.7,28.8,28,
Dominican Republic,DOM,"Mortality rate, under-5, female (per 1,000 live births)",55.5,53.4,51.1,48.9,46.8,44.9,43,41.2,39.7,38.3,37.1,36.1,35.2,34.4,33.8,33.2,32.7,32.2,31.7,31.3,30.9,30.6,30.1,29.6,29,28.3,27.5,26.8,26,25.2,
Dominican Republic,DOM,"Mortality rate, under-5, male (per 1,000 live births)",64.3,61.8,59.4,57,54.7,52.5,50.5,48.6,46.9,45.4,44.1,42.9,41.9,41.1,40.3,39.6,39,38.5,38.1,37.6,37.2,36.8,36.2,35.6,34.9,34.1,33.3,32.4,31.5,30.6,
Dominican Republic,DOM,People using at least basic sanitation services (% of population),,,,,,,,,,,77.75145408,78.06095529,78.37165616,78.73090507,79.1112677,79.49166773,79.87248382,80.25331535,80.63410374,81.01383317,81.39322808,81.75950699,82.11674606,82.47327452,82.82925933,83.18475915,83.53956123,83.89320632,,,
Dominican Republic,DOM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),,,5.3,,,,4.9,5.2,,,5.5,3.9,5.6,6.7,8.5,5.7,4.4,4.4,3.7,3.2,2.5,2.9,2.6,2.2,2.1,1.8,1.6,0.7,0.4,,
Dominican Republic,DOM,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),,,17.7,,,,13.5,12.6,,,12.9,12.3,14,17.1,22.5,16.4,13.8,13.3,13.7,12.3,12,10.4,11.1,10.1,7.8,6.4,5.9,3.8,2.6,,
Dominican Republic,DOM,"Smoking prevalence, females (% of adults)",,,,,,,,,,,15.5,,,,,12.7,,,,,10.5,10.1,9.8,9.4,9.1,8.8,8.5,,,,
Dominican Republic,DOM,"Smoking prevalence, males (% of adults)",,,,,,,,,,,22,,,,,20.9,,,,,20,19.8,19.6,19.5,19.3,19.1,19.1,,,,
Dominican Republic,DOM,"Smoking prevalence, total (ages 15+)",,,,,,,,,,,18.7,,,,,16.8,,,,,15.2,14.9,14.6,14.4,14.1,13.9,13.7,,,,
Dominican Republic,DOM,UHC service coverage index,,,,,,,,,,,,,,,,,,,,,,,,,,74,,74,,,
Ecuador,ECU,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),,,,,,,,,,,,,,,,,,,,,,36.73550034,,,46.21242523,,,51.24601746,,,
Ecuador,ECU,"Contraceptive prevalence, modern methods (% of women ages 15-49)",,,,,45.9,,,,,51.4,,,,,58.7,,,,,,,,71.7,,,,,,,,
Ecuador,ECU,"Immunization, DPT (% of children ages 12-23 months)",68,59,87,85,84,83,82,81,85,79,87,89,88,87,88,92,96,96,96,94,91,88,87,87,83,78,83,85,85,85,
Ecuador,ECU,"Immunization, HepB3 (% of one-year-old children)",,,,,,,,,,,36,69,75,82,88,92,96,94,93,91,90,88,88,87,83,78,83,85,85,85,
Ecuador,ECU,"Immunization, measles (% of children ages 12-23 months)",60,54,69,85,83,81,79,77,89,99,99,99,99,99,99,93,97,98,98,97,95,94,96,97,85,84,86,81,83,83,
Ecuador,ECU,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",0.4,0.41,0.4,0.4,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.4,0.36,0.32,0.34,0.34,0.33,0.32,0.33,0.31,0.31,0.31,0.3,0.3,0.3,0.29,0.28,0.27,0.26,0.24,
Ecuador,ECU,"Incidence of malaria (per 1,000 population at risk)",,,,,,,,,,,282.8498213,289.3593617,226.504206,133.6305468,72.50930658,42.31693273,24.07265485,20.31538775,11.54627007,9.569044605,4.277030904,2.744030776,1.206352867,0.803937546,0.520577884,1.308074929,2.478234814,2.60669563,3.320357225,,
Ecuador,ECU,"Incidence of tuberculosis (per 100,000 people)",,,,,,,,,,,68,58,55,64,58,40,41,43,42,40,40,42,44,42,40,39,40,43,44,,
Ecuador,ECU,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",,,,,,,,,,,122,117,110,100,94,94,90,85,82,80,78,76,71,67,65,63,61,59,,,
Ecuador,ECU,"Mortality rate, neonatal (per 1,000 live births)",22.2,21.5,20.8,20.1,19.3,18.4,17.6,16.7,15.9,15.2,14.5,13.6,12.9,12.3,11.8,11.3,10.9,10.4,10,9.6,9.2,8.9,8.6,8.3,8.1,7.9,7.7,7.5,7.2,7.1,
Ecuador,ECU,"Mortality rate, under-5 (per 1,000 live births)",53.6,51,48.3,45.6,42.9,40.2,37.6,35.1,32.8,30.7,28.9,27.3,25.9,24.8,23.7,22.7,21.8,20.9,20,19.1,18.3,17.5,16.7,16.1,15.5,15.1,14.8,14.5,14.3,14,
Ecuador,ECU,"Mortality rate, under-5, female (per 1,000 live births)",48.2,45.7,43.2,40.7,38.2,35.7,33.3,31,28.9,27,25.3,23.9,22.7,21.7,20.8,19.9,19.1,18.3,17.5,16.8,16,15.3,14.7,14.1,13.7,13.3,13,12.8,12.6,12.3,
Ecuador,ECU,"Mortality rate, under-5, male (per 1,000 live births)",58.8,56,53.2,50.3,47.4,44.5,41.7,39,36.5,34.3,32.2,30.5,29,27.7,26.5,25.4,24.4,23.4,22.4,21.3,20.4,19.5,18.7,17.9,17.3,16.8,16.4,16.1,15.9,15.5,
Ecuador,ECU,People using at least basic sanitation services (% of population),,,,,,,,,,,69.67220451,70.75881455,71.78934629,72.78440236,73.77419133,74.91259033,76.0476561,77.17979414,78.30869013,79.43438818,80.55711427,81.67210168,82.78168378,83.88949635,84.99544689,86.09979746,87.17655336,87.98871604,,,
Ecuador,ECU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),,,,,17.3,,,,,21.9,28.4,,,14.5,15.1,11.9,8.1,8.5,7.5,7.2,5.6,4.7,4.5,3.2,2.6,3.5,3.6,3.2,3.3,,
Ecuador,ECU,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),,,,,34.9,,,,,40.3,50,,,30.2,31.9,25.4,19.8,19.2,18.2,17.2,14.8,12.2,11.5,10.1,8.6,9.4,9.4,8.7,9.7,,
Ecuador,ECU,"Smoking prevalence, females (% of adults)",,,,,,,,,,,5.7,,,,,4.1,,,,,2.9,2.7,2.6,2.4,2.3,2.1,2,,,,
Ecuador,ECU,"Smoking prevalence, males (% of adults)",,,,,,,,,,,22.1,,,,,18.4,,,,,15.2,14.7,14.2,13.7,13.2,12.7,12.3,,,,
Ecuador,ECU,"Smoking prevalence, total (ages 15+)",,,,,,,,,,,13.9,,,,,11.2,,,,,9,8.7,8.4,8,7.7,7.4,7.1,,,,
Ecuador,ECU,UHC service coverage index,,,,,,,,,,,,,,,,,,,,,,,,,,76,,77,,,
"Egypt, Arab Rep.",EGY,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),,,,,,,,,,,,,,,,,,,,,,9.71998024,,,14.12679672,,,32.78435898,,,
"Egypt, Arab Rep.",EGY,"Contraceptive prevalence, modern methods (% of women ages 15-49)",,44.3,44.8,,,45.5,,51.8,49.5,,53.9,,,56.6,,56.5,,,57.6,,,,,,56.9,,,,,,
"Egypt, Arab Rep.",EGY,"Immunization, DPT (% of children ages 12-23 months)",87,76,79,81,83,88,90,88,92,97,98,99,97,98,97,98,98,98,97,97,97,96,93,97,94,93,95,94,95,95,
"Egypt, Arab Rep.",EGY,"Immunization, HepB3 (% of one-year-old children)",,,,,57,74,77,81,88,97,98,99,97,98,97,98,98,98,97,97,97,96,93,97,94,93,95,94,95,95,
"Egypt, Arab Rep.",EGY,"Immunization, measles (% of children ages 12-23 months)",86,89,89,89,89,89,92,92,98,96,98,97,97,98,97,98,98,97,92,95,96,96,93,96,93,92,95,94,94,95,
"Egypt, Arab Rep.",EGY,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.04,0.05,0.06,0.07,0.08,0.09,
"Egypt, Arab Rep.",EGY,"Incidence of malaria (per 1,000 population at risk)",,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Egypt, Arab Rep.",EGY,"Incidence of tuberculosis (per 100,000 people)",,,,,,,,,,,26,25,24,23,22,21,21,20,19,19,18,17,17,16,15,15,14,13,12,,
"Egypt, Arab Rep.",EGY,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",,,,,,,,,,,64,63,60,57,54,52,50,47,45,45,45,42,42,40,39,39,38,37,,,
"Egypt, Arab Rep.",EGY,"Mortality rate, neonatal (per 1,000 live births)",33.3,32,30.7,29.4,28.2,27,26,25,24,23.1,22.3,21.5,20.8,20.1,19.5,18.9,18.3,17.7,17.1,16.6,15.9,15.2,14.5,13.9,13.4,12.8,12.4,12,11.5,11.1,
"Egypt, Arab Rep.",EGY,"Mortality rate, under-5 (per 1,000 live births)",85.5,81.4,77.3,73.1,68.8,64.6,60.4,56.5,52.9,49.6,46.6,43.9,41.5,39.4,37.5,35.8,34.3,32.8,31.4,30,28.8,27.5,26.4,25.3,24.3,23.4,22.6,21.7,21,20.3,
"Egypt, Arab Rep.",EGY,"Mortality rate, under-5, female (per 1,000 live births)",85.6,81.4,77.2,72.8,68.3,63.7,59.3,55.2,51.5,48,45,42.2,39.8,37.7,35.8,34.1,32.6,31.2,29.8,28.4,27.2,26,24.9,23.8,22.9,22,21.1,20.4,19.7,19,
"Egypt, Arab Rep.",EGY,"Mortality rate, under-5, male (per 1,000 live births)",85.5,81.3,77.4,73.5,69.4,65.4,61.5,57.8,54.3,51.1,48.2,45.6,43.2,41,39.1,37.4,35.8,34.3,32.9,31.6,30.3,29,27.8,26.7,25.7,24.7,23.9,23,22.2,21.5,
"Egypt, Arab Rep.",EGY,People using at least basic sanitation services (% of population),,,,,,,,,,,92.22133735,92.33973833,92.45829189,92.57700544,92.69587445,92.81490662,92.93409469,93.05102762,93.16651176,93.28204788,93.39751425,93.51303469,93.62626361,93.73946192,93.85249733,93.96543459,94.07834373,94.19302188,,,
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),8.7,,,,,5.6,,,,2.4,,,,,5.2,,,,4.7,,2.2,,1.5,,,1.6,,3.8,,,
"Egypt, Arab Rep.",EGY,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),40.5,,,,,41.6,,,,26.7,,,,,35.4,,,,33.5,,23.7,,19,,,18.2,,28.9,,,
"Egypt, Arab Rep.",EGY,"Smoking prevalence, females (% of adults)",,,,,,,,,,,1.9,,,,,0.9,,,,,0.5,0.4,0.4,0.3,0.3,0.3,0.2,,,,
"Egypt, Arab Rep.",EGY,"Smoking prevalence, males (% of adults)",,,,,,,,,,,33.5,,,,,37.8,,,,,43.1,43.9,44.8,46.3,47.6,48.9,50.1,,,,
"Egypt, Arab Rep.",EGY,"Smoking prevalence, total (ages 15+)",,,,,,,,,,,17.6,,,,,19.3,,,,,21.8,22.2,22.6,23.3,24,24.6,25.2,,,,
"Egypt, Arab Rep.",EGY,UHC service coverage index,,,,,,,,,,,,,,,,,,,,,,,,,,65,,68,,,
El Salvador,SLV,Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),,,,,,,,,,,,,,,,,,,,,,13.76461506,,,36.7197113,,,30.35294724,,,
El Salvador,SLV,"Contraceptive prevalence, modern methods (% of women ages 15-49)",,,,48.4,,,,,54.7,,,,,61,,,,,66.1,,,,,,68,,,,,,
El Salvador,SLV,"Immunization, DPT (% of children ages 12-23 months)",80,61,60,79,90,99,96,97,99,94,99,92,81,94,90,89,96,99,98,91,89,89,92,92,94,91,93,85,81,81,
El Salvador,SLV,"Immunization, HepB3 (% of one-year-old children)",,,,,,,,,,1,99,75,81,94,90,89,96,99,98,91,89,89,92,92,93,91,93,85,81,81,
El Salvador,SLV,"Immunization, measles (% of children ages 12-23 months)",98,54,55,86,80,93,94,98,99,94,97,95,93,90,93,99,98,99,95,91,92,89,93,94,95,95,90,85,81,82,
El Salvador,SLV,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",0.3,0.37,0.44,0.51,0.58,0.64,0.69,0.74,0.78,0.81,0.83,0.83,0.83,0.82,0.8,0.76,0.72,0.67,0.61,0.56,0.5,0.46,0.41,0.38,0.34,0.31,0.29,0.27,0.25,0.23,
El Salvador,SLV,"Incidence of malaria (per 1,000 population at risk)",,,,,,,,,,,0.629994252,0.300869113,0.096669129,0.069855531,0.091590743,0.054534459,0.039704501,0.032271624,0.02651139,0.015999898,0.015135499,0.007931818,0.010266146,0.004716933,0.004695166,0.001557634,0.009300199,0,0,,
El Salvador,SLV,"Incidence of tuberculosis (per 100,000 people)",,,,,,,,,,,32,31,32,29,29,37,34,34,35,34,34,38,41,43,44,48,60,72,70,,
El Salvador,SLV,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",,,,,,,,,,,73,75,68,66,64,62,60,58,57,57,54,53,52,50,49,48,47,46,,,
El Salvador,SLV,"Mortality rate, neonatal (per 1,000 live births)",22.4,21.7,21,20.1,19.3,18.4,17.6,16.8,16.1,15.4,14.8,14.2,13.7,13,12.3,11.7,11.2,10.7,10.2,9.8,9.4,9,8.6,8.2,7.9,7.6,7.3,7,6.8,6.6,
El Salvador,SLV,"Mortality rate, under-5 (per 1,000 live births)",59.6,56.3,53.2,50.2,47.3,44.5,41.8,39.3,36.9,34.7,32.8,31,29.3,27.7,26.2,24.8,23.5,22.3,21.2,20.2,19.2,18.3,17.4,16.7,15.9,15.3,14.7,14.2,13.7,13.3,
El Salvador,SLV,"Mortality rate, under-5, female (per 1,000 live births)",54.7,51.6,48.7,45.9,43.1,40.5,37.9,35.5,33.3,31.3,29.5,27.8,26.2,24.8,23.5,22.2,21,19.9,18.9,18,17.1,16.3,15.5,14.9,14.2,13.7,13.2,12.7,12.3,11.9,
El Salvador,SLV,"Mortality rate, under-5, male (per 1,000 live births)",64.2,60.8,57.5,54.4,51.3,48.3,45.5,42.8,40.3,38,35.9,34,32.2,30.4,28.8,27.3,25.9,24.6,23.4,22.2,21.1,20.1,19.2,18.3,17.6,16.9,16.2,15.7,15.1,14.6,
El Salvador,SLV,People using at least basic sanitation services (% of population),,,,,,,,,,,83.20091524,83.28852119,83.37581032,83.69499859,84.00214113,84.29696214,84.58024805,84.8594443,85.17207608,85.47092245,85.75684453,86.03053844,86.29228657,86.54239088,86.78163135,87.01041669,87.22763606,87.43356667,,,
El Salvador,SLV,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),,20.9,,,,12.7,14.5,,20.3,16.5,12.4,13.6,14.1,15,11,10.6,7.1,4.7,7,6.8,5.7,4.7,4.2,3.4,3.1,2,2.3,1.9,1.5,,
El Salvador,SLV,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population),,37.2,,,,27.6,29.2,,33.1,29,24.3,26,26.2,27.2,22.9,23.1,19.2,15.3,19.8,19.4,18.3,16.7,14.7,12.7,12.4,10.2,10.7,8.7,7.9,,
El Salvador,SLV,"Smoking prevalence, females (% of adults)",,,,,,,,,,,4.3,,,,,3.5,,,,,3,2.9,2.8,2.7,2.6,2.5,2.5,,,,
El Salvador,SLV,"Smoking prevalence, males (% of adults)",,,,,,,,,,,29.4,,,,,25.3,,,,,21.8,21.3,20.7,20.2,19.6,19.2,18.8,,,,
